user_id,primary_category_id,primary_segment,secondary_category_ids,secondary_segments,age_group,gender,country,preferred_device
U03970,209,Beauty & Skincare Fan,"232,65","Electronics Enthusiast,Baby & Kids Shopper",55+,Other,UK,tablet
U03971,227,Photographer,206,Electronics Enthusiast,55+,Male,US,desktop
U03972,114,Cyclist,"237,56","Electronics Enthusiast,Baby & Kids Shopper",35-44,Female,UK,tablet
U03973,116,Fashion Shopper,"166,150,189","Beauty & Skincare Fan,Fashion Shopper,Electronics Enthusiast",18-24,Female,UK,tablet
U03974,101,Traveler,"112,69,235","Electronics Enthusiast,Fashion Shopper,Baby & Kids Shopper",18-24,Other,AU,tablet
U03975,265,Baby & Kids Shopper,"101,232,196","Traveler,Electronics Enthusiast,Baby & Kids Shopper",35-44,Male,IN,mobile
U03976,128,Beauty & Skincare Fan,17,Car Enthusiast,25-34,Male,UK,mobile
U03977,173,Home Decorator,"265,63,229","Electronics Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",25-34,Male,AU,mobile
U03978,173,Home Decorator,90,Baby & Kids Shopper,25-34,Male,US,tablet
U03979,31,Baby & Kids Shopper,"248,112,95","Baby & Kids Shopper,Fashion Shopper,Gamer",18-24,Male,CA,mobile
U03980,20,Beauty & Skincare Fan,"87,198","Baby & Kids Shopper,Sports Enthusiast",35-44,Female,IN,tablet
U03981,156,Foodie,"208,144,21","Car Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Male,AU,tablet
U03982,215,Home Decorator,137,Baby & Kids Shopper,18-24,Male,IN,tablet
U03983,98,Fashion Shopper,"190,145,250","Electronics Enthusiast,Electronics Enthusiast,Electronics Enthusiast",25-34,Female,US,desktop
U03984,36,Baby & Kids Shopper,158,Electronics Enthusiast,25-34,Male,AU,tablet
U03985,27,Car Enthusiast,"165,174,173","Home Decorator,Home Decorator,Home Decorator",25-34,Male,UK,tablet
U03986,130,Home Decorator,"145,132","Sports Enthusiast,Electronics Enthusiast",25-34,Female,AU,mobile
U03987,39,Baby & Kids Shopper,174,Home Decorator,55+,Female,UK,tablet
U03988,166,Fashion Shopper,"116,58","Electronics Enthusiast,Fashion Shopper",18-24,Male,US,tablet
U03989,261,Baby & Kids Shopper,"108,91,12","Baby & Kids Shopper,Baby & Kids Shopper,Fashion Shopper",55+,Female,IN,mobile
U03990,58,Electronics Enthusiast,"94,114","Baby & Kids Shopper,Cyclist",25-34,Other,CA,mobile
U03991,36,Baby & Kids Shopper,"254,71","Electronics Enthusiast,Gamer",55+,Male,AU,tablet
U03992,7,DIY Crafter,"174,90","Baby & Kids Shopper,Home Decorator",18-24,Other,UK,mobile
U03993,188,Electronics Enthusiast,126,Beauty & Skincare Fan,35-44,Female,CA,tablet
U03994,27,Car Enthusiast,23,Car Enthusiast,45-54,Male,UK,tablet
U03995,21,Car Enthusiast,16,Car Enthusiast,18-24,Female,IN,desktop
U03996,198,Sports Enthusiast,"46,125,251","Beauty & Skincare Fan,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Male,IN,mobile
U03997,177,Baby & Kids Shopper,25,Car Enthusiast,18-24,Male,CA,desktop
U03998,48,Beauty & Skincare Fan,182,Baby & Kids Shopper,55+,Male,CA,tablet
U03999,14,Car Enthusiast,"260,188","Electronics Enthusiast,Baby & Kids Shopper",45-54,Male,CA,mobile
U04000,155,Electronics Enthusiast,"241,212","Baby & Kids Shopper,Baby & Kids Shopper",45-54,Other,AU,desktop
U04001,189,Electronics Enthusiast,"52,162","Beauty & Skincare Fan,Electronics Enthusiast",45-54,Other,CA,desktop
U04002,9,DIY Crafter,"63,91,89","Electronics Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",35-44,Male,AU,desktop
U04003,180,Pet Owner,"103,18,80","Car Enthusiast,Electronics Enthusiast,Fashion Shopper",45-54,Other,CA,mobile
U04004,131,Beauty & Skincare Fan,"65,36","Baby & Kids Shopper,Electronics Enthusiast",45-54,Other,UK,tablet
U04005,250,Electronics Enthusiast,40,Baby & Kids Shopper,55+,Female,US,tablet
U04006,108,Fashion Shopper,25,Car Enthusiast,25-34,Other,US,mobile
U04007,150,Beauty & Skincare Fan,66,Electronics Enthusiast,45-54,Other,US,tablet
U04008,205,Baby & Kids Shopper,66,Electronics Enthusiast,25-34,Other,UK,desktop
U04009,79,Photographer,146,Electronics Enthusiast,55+,Male,IN,mobile
U04010,203,Baby & Kids Shopper,"65,242","Electronics Enthusiast,Baby & Kids Shopper",25-34,Other,AU,tablet
U04011,201,Home Decorator,125,Baby & Kids Shopper,55+,Other,UK,desktop
U04012,66,Electronics Enthusiast,"36,167,252","Baby & Kids Shopper,Home Decorator,Baby & Kids Shopper",45-54,Female,AU,desktop
U04013,77,Electronics Enthusiast,"141,73","Electronics Enthusiast,Electronics Enthusiast",25-34,Female,IN,mobile
U04014,201,Home Decorator,217,Baby & Kids Shopper,18-24,Other,UK,mobile
U04015,4,Photographer,"36,96,70","Baby & Kids Shopper,Electronics Enthusiast,Baby & Kids Shopper",25-34,Other,UK,tablet
U04016,159,Beauty & Skincare Fan,208,Baby & Kids Shopper,35-44,Male,AU,mobile
U04017,7,DIY Crafter,"24,63,33","Car Enthusiast,Baby & Kids Shopper,Electronics Enthusiast",18-24,Male,AU,desktop
U04018,66,Electronics Enthusiast,"261,222,72","Electronics Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",25-34,Other,IN,desktop
U04019,25,Car Enthusiast,"182,177,122","Fashion Shopper,Baby & Kids Shopper,Baby & Kids Shopper",45-54,Female,CA,tablet
U04020,82,Electronics Enthusiast,"60,251","Electronics Enthusiast,Baby & Kids Shopper",18-24,Female,AU,tablet
U04021,123,Fashion Shopper,"27,207","Car Enthusiast,Electronics Enthusiast",45-54,Male,US,desktop
U04022,81,Electronics Enthusiast,"222,51","Beauty & Skincare Fan,Electronics Enthusiast",25-34,Male,IN,mobile
U04023,14,Car Enthusiast,"255,141,51","Beauty & Skincare Fan,Electronics Enthusiast,Gamer",45-54,Male,IN,desktop
U04024,248,Gamer,70,Electronics Enthusiast,55+,Male,UK,tablet
U04025,184,Baby & Kids Shopper,89,Baby & Kids Shopper,45-54,Male,IN,tablet
U04026,118,Fashion Shopper,"40,239","Baby & Kids Shopper,Baby & Kids Shopper",45-54,Male,CA,tablet
U04027,142,Beauty & Skincare Fan,151,Baby & Kids Shopper,18-24,Other,AU,desktop
U04028,153,DIY Crafter,"162,113,210","Cyclist,Electronics Enthusiast,Electronics Enthusiast",45-54,Other,US,tablet
U04029,243,Baby & Kids Shopper,"114,18,204","Car Enthusiast,Cyclist,Beauty & Skincare Fan",45-54,Male,AU,tablet
U04030,264,Baby & Kids Shopper,"73,251,171","Electronics Enthusiast,Car Enthusiast,Baby & Kids Shopper",25-34,Female,AU,mobile
U04031,260,Baby & Kids Shopper,126,Beauty & Skincare Fan,35-44,Female,CA,desktop
U04032,218,Baby & Kids Shopper,147,Electronics Enthusiast,25-34,Female,US,tablet
U04033,126,Beauty & Skincare Fan,"107,240","Baby & Kids Shopper,Car Enthusiast",55+,Other,UK,tablet
U04034,189,Electronics Enthusiast,106,Outdoor Adventurer,45-54,Female,CA,desktop
U04035,95,Baby & Kids Shopper,"227,192,231","Electronics Enthusiast,Photographer,Baby & Kids Shopper",18-24,Female,IN,tablet
U04036,143,Electronics Enthusiast,145,Electronics Enthusiast,25-34,Male,AU,mobile
U04037,187,Electronics Enthusiast,"46,251,214","Beauty & Skincare Fan,Electronics Enthusiast,Baby & Kids Shopper",25-34,Female,AU,mobile
U04038,19,Car Enthusiast,173,Home Decorator,45-54,Male,AU,desktop
U04039,1,DIY Crafter,209,Beauty & Skincare Fan,55+,Male,AU,desktop
U04040,73,Electronics Enthusiast,"6,64","Fashion Shopper,Electronics Enthusiast",18-24,Male,CA,mobile
U04041,160,Baby & Kids Shopper,"147,20,195","Beauty & Skincare Fan,Electronics Enthusiast,Gardener",35-44,Male,IN,desktop
U04042,46,Beauty & Skincare Fan,"7,68","DIY Crafter,Fashion Shopper",55+,Other,IN,desktop
U04043,206,Electronics Enthusiast,"255,40","Baby & Kids Shopper,Gamer",35-44,Other,IN,desktop
U04044,88,Baby & Kids Shopper,"114,140,84","Baby & Kids Shopper,Cyclist,Electronics Enthusiast",25-34,Other,AU,tablet
U04045,191,Home Decorator,"204,132","Sports Enthusiast,Beauty & Skincare Fan",18-24,Female,AU,desktop
U04046,75,Electronics Enthusiast,110,Fashion Shopper,35-44,Female,US,desktop
U04047,179,Pet Owner,"207,70,184","Electronics Enthusiast,Baby & Kids Shopper,Electronics Enthusiast",35-44,Female,CA,mobile
U04048,15,Car Enthusiast,"160,89,178","Baby & Kids Shopper,Baby & Kids Shopper,Pet Owner",18-24,Male,UK,mobile
U04049,161,Baby & Kids Shopper,235,Baby & Kids Shopper,18-24,Male,US,mobile
U04050,195,Gardener,193,Home Decorator,18-24,Male,AU,tablet
U04051,198,Sports Enthusiast,"128,101,180","Traveler,Beauty & Skincare Fan,Pet Owner",55+,Other,AU,desktop
U04052,205,Baby & Kids Shopper,"256,4,66","Photographer,Electronics Enthusiast,Gamer",35-44,Female,AU,mobile
U04053,165,Home Decorator,"101,198,242","Traveler,Sports Enthusiast,Baby & Kids Shopper",45-54,Male,CA,tablet
U04054,113,Cyclist,"136,131,11","DIY Crafter,Beauty & Skincare Fan,Sports Enthusiast",45-54,Female,AU,mobile
U04055,53,Beauty & Skincare Fan,"48,126","Beauty & Skincare Fan,Beauty & Skincare Fan",18-24,Female,CA,mobile
U04056,44,Baby & Kids Shopper,245,Gamer,45-54,Other,UK,desktop
U04057,38,Baby & Kids Shopper,"116,264,205","Fashion Shopper,Baby & Kids Shopper,Baby & Kids Shopper",25-34,Female,US,tablet
U04058,150,Beauty & Skincare Fan,"33,125","Baby & Kids Shopper,Baby & Kids Shopper",45-54,Other,US,desktop
U04059,66,Electronics Enthusiast,"24,98","Car Enthusiast,Fashion Shopper",18-24,Male,AU,desktop
U04060,39,Baby & Kids Shopper,"26,55","Car Enthusiast,Photographer",35-44,Female,CA,mobile
U04061,198,Sports Enthusiast,id,primary_segment,35-44,Female,US,tablet
U04062,72,Electronics Enthusiast,"78,213,42","Baby & Kids Shopper,Electronics Enthusiast,Electronics Enthusiast",35-44,Male,US,tablet
U04063,255,Gamer,"88,236","Baby & Kids Shopper,Car Enthusiast",45-54,Female,CA,tablet
U04064,172,Baby & Kids Shopper,27,Car Enthusiast,55+,Other,US,tablet
U04065,244,Baby & Kids Shopper,"118,260,213","Fashion Shopper,Electronics Enthusiast,Baby & Kids Shopper",18-24,Male,US,desktop
U04066,128,Beauty & Skincare Fan,"242,237,220","Baby & Kids Shopper,Baby & Kids Shopper,Baby & Kids Shopper",25-34,Male,CA,tablet
U04067,135,Baby & Kids Shopper,"35,28,250","Sports Enthusiast,Baby & Kids Shopper,Electronics Enthusiast",45-54,Female,UK,mobile
U04068,229,Baby & Kids Shopper,158,Electronics Enthusiast,35-44,Male,AU,tablet
U04069,23,Car Enthusiast,231,Baby & Kids Shopper,25-34,Other,UK,desktop
U04070,4,Photographer,"7,98","DIY Crafter,Fashion Shopper",35-44,Male,US,mobile
U04071,53,Beauty & Skincare Fan,"226,229,270","Baby & Kids Shopper,Baby & Kids Shopper,Baby & Kids Shopper",55+,Other,UK,tablet
U04072,177,Baby & Kids Shopper,"63,121,230","Electronics Enthusiast,Fashion Shopper,Baby & Kids Shopper",18-24,Male,US,desktop
U04073,82,Electronics Enthusiast,"236,101,152","Traveler,Baby & Kids Shopper,Car Enthusiast",35-44,Other,AU,mobile
U04074,118,Fashion Shopper,"48,73","Beauty & Skincare Fan,Electronics Enthusiast",25-34,Male,AU,tablet
U04075,148,Electronics Enthusiast,"88,107,237","Baby & Kids Shopper,Baby & Kids Shopper,Baby & Kids Shopper",25-34,Female,IN,tablet
U04076,157,DIY Crafter,"178,191,110","Fashion Shopper,Pet Owner,Home Decorator",55+,Male,UK,desktop
U04077,71,Electronics Enthusiast,"130,82,228","Electronics Enthusiast,Home Decorator,Outdoor Adventurer",45-54,Male,IN,mobile
U04078,114,Cyclist,225,Baby & Kids Shopper,45-54,Male,US,desktop
U04079,224,Baby & Kids Shopper,"163,252","Beauty & Skincare Fan,Baby & Kids Shopper",55+,Female,IN,tablet
U04080,197,Home Decorator,"212,237","Baby & Kids Shopper,Baby & Kids Shopper",55+,Male,AU,tablet
U04081,176,Beauty & Skincare Fan,"150,129,231","Baby & Kids Shopper,Beauty & Skincare Fan,Baby & Kids Shopper",35-44,Other,IN,tablet
U04082,136,Sports Enthusiast,"230,151,110","Fashion Shopper,Baby & Kids Shopper,Baby & Kids Shopper",55+,Other,CA,tablet
U04083,124,Baby & Kids Shopper,18,Car Enthusiast,18-24,Female,IN,tablet
U04084,102,Fashion Shopper,"14,195","Car Enthusiast,Gardener",45-54,Female,US,desktop
U04085,172,Baby & Kids Shopper,241,Baby & Kids Shopper,35-44,Male,AU,tablet
U04086,242,Baby & Kids Shopper,"178,209,155","Electronics Enthusiast,Pet Owner,Beauty & Skincare Fan",18-24,Other,AU,tablet
U04087,207,Electronics Enthusiast,"23,168","Car Enthusiast,Home Decorator",25-34,Male,AU,mobile
U04088,103,Fashion Shopper,11,DIY Crafter,35-44,Female,US,tablet
U04089,2,Home Decorator,"236,223","Baby & Kids Shopper,Car Enthusiast",18-24,Female,AU,tablet
U04090,69,Electronics Enthusiast,"181,40","Baby & Kids Shopper,Pet Owner",45-54,Female,AU,mobile
U04091,179,Pet Owner,"112,2","Home Decorator,Fashion Shopper",45-54,Other,IN,tablet
U04092,25,Car Enthusiast,"260,142","Beauty & Skincare Fan,Baby & Kids Shopper",25-34,Female,AU,tablet
U04093,70,Electronics Enthusiast,"230,231,233","Baby & Kids Shopper,Baby & Kids Shopper,Car Enthusiast",35-44,Male,IN,tablet
U04094,170,Baby & Kids Shopper,14,Car Enthusiast,25-34,Female,IN,tablet
U04095,118,Fashion Shopper,"54,205","Electronics Enthusiast,Baby & Kids Shopper",18-24,Female,US,tablet
U04096,190,Electronics Enthusiast,"253,192","Electronics Enthusiast,Gamer",45-54,Male,AU,tablet
U04097,132,Sports Enthusiast,"215,43","Baby & Kids Shopper,Home Decorator",18-24,Female,AU,mobile
U04098,223,Baby & Kids Shopper,70,Electronics Enthusiast,35-44,Other,IN,desktop
U04099,103,Fashion Shopper,"144,165","Baby & Kids Shopper,Home Decorator",55+,Other,IN,mobile
U04100,65,Electronics Enthusiast,"106,196","Outdoor Adventurer,Electronics Enthusiast",25-34,Male,UK,mobile
U04101,72,Electronics Enthusiast,"102,250","Fashion Shopper,Electronics Enthusiast",55+,Other,AU,mobile
U04102,227,Photographer,"214,245,251","Electronics Enthusiast,Gamer,Baby & Kids Shopper",45-54,Female,US,mobile
U04103,182,Baby & Kids Shopper,"238,235","Baby & Kids Shopper,Baby & Kids Shopper",45-54,Other,UK,mobile
U04104,53,Beauty & Skincare Fan,"104,16,60","Car Enthusiast,Electronics Enthusiast,Fashion Shopper",35-44,Male,CA,mobile
U04105,31,Baby & Kids Shopper,54,Electronics Enthusiast,18-24,Male,AU,mobile
U04106,34,Baby & Kids Shopper,"151,109,206","Fashion Shopper,Baby & Kids Shopper,Electronics Enthusiast",35-44,Male,IN,desktop
U04107,84,Baby & Kids Shopper,94,Baby & Kids Shopper,45-54,Female,IN,desktop
U04108,170,Baby & Kids Shopper,"225,216,110","Fashion Shopper,Baby & Kids Shopper,Baby & Kids Shopper",35-44,Female,UK,desktop
U04109,146,Electronics Enthusiast,"132,144,122","Fashion Shopper,Sports Enthusiast,Baby & Kids Shopper",25-34,Other,US,desktop
U04110,129,Baby & Kids Shopper,"259,155","Electronics Enthusiast,Electronics Enthusiast",55+,Male,CA,desktop
U04111,232,Baby & Kids Shopper,220,Baby & Kids Shopper,35-44,Other,AU,tablet
U04112,211,Electronics Enthusiast,"142,131,146","Beauty & Skincare Fan,Beauty & Skincare Fan,Electronics Enthusiast",35-44,Female,IN,mobile
U04113,122,Fashion Shopper,"34,31,168","Baby & Kids Shopper,Baby & Kids Shopper,Home Decorator",25-34,Other,CA,mobile
U04114,69,Electronics Enthusiast,"120,91,12","Baby & Kids Shopper,Baby & Kids Shopper,Fashion Shopper",55+,Female,AU,mobile
U04115,211,Electronics Enthusiast,52,Beauty & Skincare Fan,55+,Male,AU,mobile
U04116,152,Baby & Kids Shopper,"175,94,245","Baby & Kids Shopper,Baby & Kids Shopper,Gamer",45-54,Male,UK,tablet
U04117,204,Beauty & Skincare Fan,"189,32","Baby & Kids Shopper,Electronics Enthusiast",55+,Female,AU,mobile
U04118,20,Beauty & Skincare Fan,102,Fashion Shopper,35-44,Other,CA,mobile
U04119,176,Beauty & Skincare Fan,190,Electronics Enthusiast,45-54,Female,US,desktop
U04120,15,Car Enthusiast,262,Baby & Kids Shopper,18-24,Male,US,tablet
U04121,66,Electronics Enthusiast,"182,239,158","Electronics Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Female,CA,tablet
U04122,162,Electronics Enthusiast,10,Photographer,35-44,Male,UK,mobile
U04123,222,Electronics Enthusiast,"82,80","Electronics Enthusiast,Electronics Enthusiast",25-34,Male,AU,tablet
U04124,82,Electronics Enthusiast,"213,84,52","Beauty & Skincare Fan,Baby & Kids Shopper,Electronics Enthusiast",45-54,Male,CA,desktop
U04125,102,Fashion Shopper,174,Home Decorator,18-24,Female,AU,tablet
U04126,134,Beauty & Skincare Fan,"72,195,170","Electronics Enthusiast,Baby & Kids Shopper,Gardener",18-24,Male,IN,mobile
U04127,21,Car Enthusiast,"195,113,82","Electronics Enthusiast,Cyclist,Gardener",25-34,Male,US,mobile
U04128,215,Home Decorator,248,Gamer,18-24,Male,UK,desktop
U04129,65,Electronics Enthusiast,78,Electronics Enthusiast,25-34,Male,CA,desktop
U04130,169,Beauty & Skincare Fan,105,Traveler,45-54,Other,IN,mobile
U04131,232,Baby & Kids Shopper,"79,178,54","Electronics Enthusiast,Photographer,Pet Owner",25-34,Female,UK,desktop
U04132,212,Baby & Kids Shopper,"238,142","Beauty & Skincare Fan,Baby & Kids Shopper",45-54,Female,AU,mobile
U04133,35,Baby & Kids Shopper,"190,205","Electronics Enthusiast,Baby & Kids Shopper",25-34,Female,US,mobile
U04134,187,Electronics Enthusiast,"52,28","Sports Enthusiast,Beauty & Skincare Fan",25-34,Female,UK,desktop
U04135,30,Baby & Kids Shopper,"190,191","Electronics Enthusiast,Home Decorator",18-24,Other,AU,desktop
U04136,239,Baby & Kids Shopper,125,Baby & Kids Shopper,18-24,Male,IN,tablet
U04137,69,Electronics Enthusiast,"159,216,28","Sports Enthusiast,Beauty & Skincare Fan,Baby & Kids Shopper",25-34,Other,AU,desktop
U04138,110,Fashion Shopper,"195,25","Car Enthusiast,Gardener",35-44,Other,US,desktop
U04139,130,Home Decorator,"181,102","Fashion Shopper,Pet Owner",18-24,Male,AU,mobile
U04140,130,Home Decorator,"204,217,188","Electronics Enthusiast,Beauty & Skincare Fan,Baby & Kids Shopper",18-24,Male,UK,mobile
U04141,57,Electronics Enthusiast,102,Fashion Shopper,45-54,Other,IN,tablet
U04142,243,Baby & Kids Shopper,130,Home Decorator,25-34,Female,UK,mobile
U04143,19,Car Enthusiast,"178,30","Baby & Kids Shopper,Pet Owner",45-54,Female,AU,mobile
U04144,79,Photographer,218,Baby & Kids Shopper,55+,Other,CA,mobile
U04145,192,Electronics Enthusiast,"75,74,102","Electronics Enthusiast,Electronics Enthusiast,Fashion Shopper",25-34,Other,UK,desktop
U04146,14,Car Enthusiast,73,Electronics Enthusiast,55+,Male,US,tablet
U04147,175,Baby & Kids Shopper,75,Electronics Enthusiast,25-34,Female,IN,tablet
U04148,140,Electronics Enthusiast,52,Beauty & Skincare Fan,45-54,Other,CA,mobile
U04149,35,Baby & Kids Shopper,"205,229,47","Beauty & Skincare Fan,Baby & Kids Shopper,Baby & Kids Shopper",45-54,Female,UK,tablet
U04150,141,Electronics Enthusiast,"203,265","Baby & Kids Shopper,Baby & Kids Shopper",25-34,Male,AU,desktop
U04151,149,Electronics Enthusiast,167,Home Decorator,55+,Female,AU,desktop
U04152,26,Car Enthusiast,"24,229","Car Enthusiast,Baby & Kids Shopper",25-34,Male,CA,tablet
U04153,210,Electronics Enthusiast,"170,24,131","Car Enthusiast,Beauty & Skincare Fan,Baby & Kids Shopper",55+,Female,IN,tablet
U04154,108,Fashion Shopper,226,Baby & Kids Shopper,18-24,Other,CA,mobile
U04155,180,Pet Owner,"196,171","Car Enthusiast,Electronics Enthusiast",35-44,Other,US,desktop
U04156,10,Photographer,"159,82","Electronics Enthusiast,Beauty & Skincare Fan",45-54,Female,CA,mobile
U04157,126,Beauty & Skincare Fan,"233,83","Electronics Enthusiast,Car Enthusiast",55+,Male,IN,mobile
U04158,263,Gamer,"163,233","Beauty & Skincare Fan,Car Enthusiast",25-34,Other,IN,desktop
U04159,3,Baby & Kids Shopper,"131,133,53","Beauty & Skincare Fan,Beauty & Skincare Fan,Baby & Kids Shopper",35-44,Male,UK,desktop
U04160,42,Baby & Kids Shopper,"55,148,106","Photographer,Outdoor Adventurer,Electronics Enthusiast",25-34,Other,IN,desktop
U04161,102,Fashion Shopper,"215,113","Cyclist,Home Decorator",55+,Male,IN,tablet
U04162,56,Electronics Enthusiast,"6,155,57","Fashion Shopper,Electronics Enthusiast,Electronics Enthusiast",25-34,Male,UK,tablet
U04163,207,Electronics Enthusiast,"94,239,210","Baby & Kids Shopper,Electronics Enthusiast,Baby & Kids Shopper",35-44,Female,IN,mobile
U04164,150,Beauty & Skincare Fan,7,DIY Crafter,35-44,Female,UK,desktop
U04165,151,Baby & Kids Shopper,"213,10","Photographer,Electronics Enthusiast",45-54,Other,CA,mobile
U04166,104,Fashion Shopper,"245,195,223","Gardener,Baby & Kids Shopper,Gamer",45-54,Other,US,desktop
U04167,146,Electronics Enthusiast,"196,78,223","Electronics Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",35-44,Other,AU,tablet
U04168,135,Baby & Kids Shopper,147,Electronics Enthusiast,35-44,Male,CA,tablet
U04169,31,Baby & Kids Shopper,101,Traveler,25-34,Female,UK,mobile
U04170,150,Beauty & Skincare Fan,17,Car Enthusiast,45-54,Female,US,mobile
U04171,89,Baby & Kids Shopper,95,Baby & Kids Shopper,55+,Male,US,desktop
U04172,50,Beauty & Skincare Fan,"198,1","DIY Crafter,Sports Enthusiast",18-24,Female,US,desktop
U04173,201,Home Decorator,"234,152,125","Baby & Kids Shopper,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Male,IN,tablet
U04174,40,Baby & Kids Shopper,"219,233,34","Baby & Kids Shopper,Baby & Kids Shopper,Car Enthusiast",55+,Other,UK,desktop
U04175,109,Fashion Shopper,102,Fashion Shopper,35-44,Other,AU,desktop
U04176,144,Baby & Kids Shopper,264,Baby & Kids Shopper,25-34,Female,CA,mobile
U04177,53,Beauty & Skincare Fan,"194,21,20","Beauty & Skincare Fan,Car Enthusiast,Electronics Enthusiast",55+,Male,AU,mobile
U04178,79,Photographer,"49,136,14","Car Enthusiast,Beauty & Skincare Fan,Sports Enthusiast",25-34,Female,CA,desktop
U04179,150,Beauty & Skincare Fan,"107,101,88","Baby & Kids Shopper,Traveler,Baby & Kids Shopper",18-24,Male,IN,tablet
U04180,53,Beauty & Skincare Fan,76,Baby & Kids Shopper,25-34,Female,UK,mobile
U04181,264,Baby & Kids Shopper,5,Baby & Kids Shopper,35-44,Female,AU,tablet
U04182,233,Car Enthusiast,"75,183,108","Electronics Enthusiast,Fashion Shopper,Baby & Kids Shopper",18-24,Other,CA,mobile
U04183,71,Electronics Enthusiast,181,Pet Owner,25-34,Female,US,tablet
U04184,21,Car Enthusiast,235,Baby & Kids Shopper,45-54,Other,US,desktop
U04185,243,Baby & Kids Shopper,"248,197","Home Decorator,Gamer",55+,Male,AU,desktop
U04186,65,Electronics Enthusiast,96,Baby & Kids Shopper,45-54,Female,CA,mobile
U04187,120,Fashion Shopper,"118,189","Fashion Shopper,Electronics Enthusiast",45-54,Female,UK,mobile
U04188,102,Fashion Shopper,172,Baby & Kids Shopper,55+,Other,UK,desktop
U04189,63,Electronics Enthusiast,"66,248,149","Electronics Enthusiast,Electronics Enthusiast,Gamer",18-24,Other,AU,tablet
U04190,71,Electronics Enthusiast,25,Car Enthusiast,45-54,Other,US,mobile
U04191,186,Home Decorator,87,Baby & Kids Shopper,45-54,Other,IN,mobile
U04192,118,Fashion Shopper,"217,88","Baby & Kids Shopper,Baby & Kids Shopper",25-34,Male,UK,tablet
U04193,263,Gamer,"118,215,94","Baby & Kids Shopper,Fashion Shopper,Home Decorator",55+,Male,CA,desktop
U04194,39,Baby & Kids Shopper,203,Baby & Kids Shopper,18-24,Female,IN,tablet
U04195,76,Baby & Kids Shopper,10,Photographer,25-34,Other,US,desktop
U04196,166,Fashion Shopper,218,Baby & Kids Shopper,55+,Other,IN,tablet
U04197,212,Baby & Kids Shopper,"175,20,id","primary_segment,Beauty & Skincare Fan,Baby & Kids Shopper",18-24,Male,US,tablet
U04198,104,Fashion Shopper,"199,156,100","Fashion Shopper,Foodie,Outdoor Adventurer",18-24,Male,UK,tablet
U04199,46,Beauty & Skincare Fan,"156,108,261","Fashion Shopper,Foodie,Baby & Kids Shopper",18-24,Male,UK,tablet
U04200,9,DIY Crafter,"220,210","Electronics Enthusiast,Baby & Kids Shopper",25-34,Male,CA,mobile
U04201,219,Baby & Kids Shopper,"69,120","Electronics Enthusiast,Fashion Shopper",35-44,Male,IN,tablet
U04202,26,Car Enthusiast,"25,219","Car Enthusiast,Baby & Kids Shopper",35-44,Female,UK,mobile
U04203,199,Outdoor Adventurer,"249,5,240","Baby & Kids Shopper,Car Enthusiast,Baby & Kids Shopper",45-54,Other,US,tablet
U04204,47,Beauty & Skincare Fan,"225,206","Electronics Enthusiast,Baby & Kids Shopper",55+,Female,IN,desktop
U04205,100,Fashion Shopper,253,Gamer,55+,Other,US,tablet
U04206,211,Electronics Enthusiast,"239,89","Baby & Kids Shopper,Baby & Kids Shopper",35-44,Male,CA,desktop
U04207,174,Home Decorator,"112,34","Baby & Kids Shopper,Fashion Shopper",45-54,Other,UK,desktop
U04208,189,Electronics Enthusiast,"14,120","Car Enthusiast,Fashion Shopper",45-54,Male,AU,mobile
U04209,198,Sports Enthusiast,"139,167,35","Baby & Kids Shopper,Electronics Enthusiast,Home Decorator",35-44,Other,AU,tablet
U04210,5,Baby & Kids Shopper,11,DIY Crafter,55+,Male,AU,tablet
U04211,66,Electronics Enthusiast,"100,114","Fashion Shopper,Cyclist",35-44,Female,US,mobile
U04212,237,Baby & Kids Shopper,171,Car Enthusiast,18-24,Female,UK,mobile
U04213,127,Beauty & Skincare Fan,"228,207","Electronics Enthusiast,Outdoor Adventurer",25-34,Female,AU,mobile
U04214,199,Outdoor Adventurer,"186,13,21","Home Decorator,Car Enthusiast,Home Decorator",45-54,Other,AU,mobile
U04215,55,Photographer,"244,242,43","Baby & Kids Shopper,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Other,CA,tablet
U04216,140,Electronics Enthusiast,"210,137,185","Baby & Kids Shopper,Electronics Enthusiast,Electronics Enthusiast",18-24,Other,US,desktop
U04217,179,Pet Owner,140,Electronics Enthusiast,35-44,Other,IN,tablet
U04218,232,Baby & Kids Shopper,"10,7","DIY Crafter,Photographer",18-24,Other,AU,desktop
U04219,5,Baby & Kids Shopper,"118,26","Car Enthusiast,Fashion Shopper",25-34,Female,AU,desktop
U04220,118,Fashion Shopper,"2,109","Home Decorator,Fashion Shopper",35-44,Male,IN,tablet
U04221,192,Electronics Enthusiast,84,Baby & Kids Shopper,55+,Female,UK,tablet
